| model              |                 test |      t/s (total) |        t/s (req) |      peak t/s |   peak t/s (req) |           ttfr (ms) |        est_ppt (ms) |       e2e_ttft (ms) |
| qwen3.8-flash-next | pp2048 @ d16384 (c1) |    953.68 ± 1.83 |    953.68 ± 1.83 |               |                  |      2150.23 ± 4.12 |      2147.47 ± 4.12 |      2150.23 ± 4.12 |
| qwen3.8-flash-next |  tg128 @ d16384 (c1) |     36.80 ± 1.21 |     36.80 ± 1.21 |  37.67 ± 1.25 |     37.67 ± 1.25 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c2) |   3021.19 ± 2.36 | 1781.98 ± 270.97 |               |                  |   9415.65 ± 1431.53 |   9412.89 ± 1431.53 |   9415.65 ± 1431.53 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c2) |     35.14 ± 1.01 |     24.11 ± 6.28 |  49.33 ± 1.25 |     24.67 ± 6.39 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c2) |   1406.43 ± 8.66 |  790.10 ± 122.66 |               |                  |    2652.40 ± 370.75 |    2649.63 ± 370.75 |    2652.40 ± 370.75 |
| qwen3.8-flash-next |  tg128 @ d16384 (c2) |     53.44 ± 3.39 |     29.14 ± 2.40 |  59.67 ± 1.70 |     29.83 ± 2.54 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c5) |   3044.13 ± 1.71 | 1091.55 ± 526.98 |               |                  |  18158.17 ± 6894.06 |  18155.41 ± 6894.06 |  18158.17 ± 6894.06 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c5) |     25.35 ± 0.09 |     11.43 ± 6.09 |  60.00 ± 0.82 |     12.07 ± 6.10 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c5) |   1946.00 ± 3.44 |  544.75 ± 208.19 |               |                  |   4203.63 ± 1181.74 |   4200.86 ± 1181.74 |   4203.63 ± 1181.74 |
| qwen3.8-flash-next |  tg128 @ d16384 (c5) |     71.28 ± 1.43 |     20.10 ± 3.41 | 103.33 ± 1.25 |     20.67 ± 3.48 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c1) |   2995.52 ± 1.74 |   2995.52 ± 1.74 |               |                  |     10942.43 ± 6.37 |     10939.67 ± 6.37 |     10942.43 ± 6.37 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c1) |     33.60 ± 0.95 |     33.60 ± 0.95 |  34.00 ± 0.82 |     34.00 ± 0.82 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c1) |    912.97 ± 1.79 |    912.97 ± 1.79 |               |                  |      2246.00 ± 4.39 |      2243.24 ± 4.39 |      2246.00 ± 4.39 |
| qwen3.8-flash-next |  tg128 @ d32768 (c1) |     40.84 ± 2.76 |     40.84 ± 2.76 |  41.33 ± 2.87 |     41.33 ± 2.87 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c2) |   3005.08 ± 4.94 | 1966.01 ± 463.26 |               |                  |  17651.05 ± 4158.49 |  17648.28 ± 4158.49 |  17651.05 ± 4158.49 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c2) |     18.47 ± 1.48 |    19.81 ± 10.19 |  40.33 ± 2.62 |    20.17 ± 10.33 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c2) |  1339.68 ± 15.98 |  750.87 ± 117.25 |               |                  |    2791.63 ± 392.94 |    2788.86 ± 392.94 |    2791.63 ± 392.94 |
| qwen3.8-flash-next |  tg128 @ d32768 (c2) |     48.89 ± 8.69 |     27.87 ± 4.17 |  56.67 ± 6.94 |     28.33 ± 4.23 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c5) |   3016.03 ± 0.32 | 1205.60 ± 662.82 |               |                  | 34630.19 ± 14620.33 | 34627.43 ± 14620.33 | 34630.19 ± 14620.33 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c5) |     13.38 ± 0.21 |      8.37 ± 7.06 |  44.33 ± 0.94 |      8.87 ± 7.05 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c5) |  1870.92 ± 14.84 |  482.04 ± 175.50 |               |                  |   4642.70 ± 1102.31 |   4639.93 ± 1102.31 |   4642.70 ± 1102.31 |
| qwen3.8-flash-next |  tg128 @ d32768 (c5) |    77.38 ± 11.07 |     21.14 ± 3.18 | 108.00 ± 4.08 |     21.60 ± 3.20 |                     |                     |                     |
