| model              |                 test |       t/s (total) |        t/s (req) |      peak t/s |   peak t/s (req) |           ttfr (ms) |        est_ppt (ms) |       e2e_ttft (ms) |
| qwen3.8-flash-next |   tg128 @ d2048 (c5) |      78.26 ± 5.09 |     21.49 ± 2.91 | 110.33 ± 1.89 |     22.07 ± 3.02 |                     |                     |                     |
| qwen3.8-flash-next |  ctx_pp @ d4096 (c1) |  2796.10 ± 108.14 | 2796.10 ± 108.14 |               |                  |     1472.42 ± 58.19 |     1467.74 ± 58.19 |     1472.42 ± 58.19 |
| qwen3.8-flash-next |  ctx_tg @ d4096 (c1) |      33.07 ± 1.83 |     33.07 ± 1.83 |  33.67 ± 1.89 |     33.67 ± 1.89 |                     |                     |                     |
| qwen3.8-flash-next |  pp2048 @ d4096 (c1) |     990.17 ± 1.30 |    990.17 ± 1.30 |               |                  |      2073.02 ± 2.72 |      2068.34 ± 2.72 |      2073.02 ± 2.72 |
| qwen3.8-flash-next |   tg128 @ d4096 (c1) |      37.52 ± 5.56 |     37.52 ± 5.56 |  38.00 ± 5.72 |     38.00 ± 5.72 |                     |                     |                     |
| qwen3.8-flash-next |  ctx_pp @ d4096 (c2) |    2949.85 ± 7.64 |   1479.44 ± 4.19 |               |                  |      2774.56 ± 7.71 |      2769.88 ± 7.71 |      2774.56 ± 7.71 |
| qwen3.8-flash-next |  ctx_tg @ d4096 (c2) |      54.83 ± 5.28 |     30.44 ± 0.90 |  61.67 ± 0.94 |     30.83 ± 1.07 |                     |                     |                     |
| qwen3.8-flash-next |  pp2048 @ d4096 (c2) |    1438.61 ± 6.21 |    721.35 ± 3.13 |               |                  |     2843.85 ± 12.34 |     2839.17 ± 12.34 |     2843.85 ± 12.34 |
| qwen3.8-flash-next |   tg128 @ d4096 (c2) |      60.38 ± 1.48 |     31.75 ± 1.63 |  64.33 ± 1.25 |     32.17 ± 1.67 |                     |                     |                     |
| qwen3.8-flash-next |  ctx_pp @ d4096 (c5) |   3022.05 ± 23.28 |  734.53 ± 172.06 |               |                  |   5845.78 ± 1128.61 |   5841.10 ± 1128.61 |   5845.78 ± 1128.61 |
| qwen3.8-flash-next |  ctx_tg @ d4096 (c5) |      67.89 ± 1.34 |     19.00 ± 3.35 |  98.00 ± 3.56 |     19.60 ± 3.34 |                     |                     |                     |
| qwen3.8-flash-next |  pp2048 @ d4096 (c5) |   2025.39 ± 25.05 |  522.54 ± 190.09 |               |                  |   4285.66 ± 1019.59 |   4280.98 ± 1019.59 |   4285.66 ± 1019.59 |
| qwen3.8-flash-next |   tg128 @ d4096 (c5) |     79.25 ± 10.01 |     20.85 ± 3.17 | 107.00 ± 5.89 |     21.40 ± 3.14 |                     |                     |                     |
| qwen3.8-flash-next |  ctx_pp @ d8192 (c1) |   2952.51 ± 22.56 |  2952.51 ± 22.56 |               |                  |     2780.33 ± 21.29 |     2775.65 ± 21.29 |     2780.33 ± 21.29 |
| qwen3.8-flash-next |  ctx_tg @ d8192 (c1) |      34.31 ± 0.48 |     34.31 ± 0.48 |  34.67 ± 0.47 |     34.67 ± 0.47 |                     |                     |                     |
| qwen3.8-flash-next |  pp2048 @ d8192 (c1) |     966.84 ± 4.94 |    966.84 ± 4.94 |               |                  |     2122.97 ± 10.84 |     2118.29 ± 10.84 |     2122.97 ± 10.84 |
| qwen3.8-flash-next |   tg128 @ d8192 (c1) |      37.31 ± 2.08 |     37.31 ± 2.08 |  37.67 ± 2.05 |     37.67 ± 2.05 |                     |                     |                     |
| qwen3.8-flash-next |  ctx_pp @ d8192 (c2) |    3004.80 ± 4.90 |  1528.26 ± 24.57 |               |                  |     5367.95 ± 86.43 |     5363.27 ± 86.43 |     5367.95 ± 86.43 |
| qwen3.8-flash-next |  ctx_tg @ d8192 (c2) |      59.40 ± 3.44 |     30.97 ± 1.79 |  63.00 ± 3.27 |     31.50 ± 1.89 |                     |                     |                     |
| qwen3.8-flash-next |  pp2048 @ d8192 (c2) |   1378.78 ± 21.97 |   691.46 ± 11.07 |               |                  |     2967.27 ± 46.93 |     2962.59 ± 46.93 |     2967.27 ± 46.93 |
| qwen3.8-flash-next |   tg128 @ d8192 (c2) |      62.03 ± 2.75 |     32.12 ± 1.85 |  64.67 ± 2.62 |     32.33 ± 1.80 |                     |                     |                     |
| qwen3.8-flash-next |  ctx_pp @ d8192 (c5) |   3048.63 ± 12.65 |  916.25 ± 348.16 |               |                  |  10092.23 ± 3112.74 |  10087.55 ± 3112.74 |  10092.23 ± 3112.74 |
| qwen3.8-flash-next |  ctx_tg @ d8192 (c5) |      43.65 ± 0.61 |     15.12 ± 4.97 |  77.67 ± 1.25 |     15.53 ± 4.94 |                     |                     |                     |
| qwen3.8-flash-next |  pp2048 @ d8192 (c5) |    1979.72 ± 1.65 |  542.31 ± 215.80 |               |                  |   4241.16 ± 1176.42 |   4236.48 ± 1176.42 |   4241.16 ± 1176.42 |
| qwen3.8-flash-next |   tg128 @ d8192 (c5) |      70.40 ± 1.41 |     20.59 ± 4.17 | 105.33 ± 6.94 |     21.07 ± 4.09 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c1) |   2975.39 ± 21.63 |  2975.39 ± 21.63 |               |                  |     5512.03 ± 39.77 |     5507.35 ± 39.77 |     5512.03 ± 39.77 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c1) |      33.28 ± 0.94 |     33.28 ± 0.94 |  34.00 ± 0.82 |     34.00 ± 0.82 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c1) |    918.31 ± 12.33 |   918.31 ± 12.33 |               |                  |     2235.26 ± 29.81 |     2230.59 ± 29.81 |     2235.26 ± 29.81 |
| qwen3.8-flash-next |  tg128 @ d16384 (c1) |      41.14 ± 6.03 |     41.14 ± 6.03 |  41.67 ± 5.91 |     41.67 ± 5.91 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c2) | 4011.08 ± 1394.94 | 2185.96 ± 612.39 |               |                  |   8102.42 ± 2188.45 |   8097.74 ± 2188.45 |   8102.42 ± 2188.45 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c2) |     42.59 ± 12.17 |     26.22 ± 6.84 |  53.33 ± 7.36 |     26.67 ± 6.87 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c2) |  1552.79 ± 229.02 |  819.50 ± 123.47 |               |                  |    2561.80 ± 385.28 |    2557.12 ± 385.28 |    2561.80 ± 385.28 |
| qwen3.8-flash-next |  tg128 @ d16384 (c2) |      58.25 ± 5.92 |     31.69 ± 2.73 |  64.33 ± 3.86 |     32.17 ± 2.67 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c5) |    3052.23 ± 6.64 | 1093.54 ± 528.68 |               |                  |  18129.96 ± 6879.16 |  18125.28 ± 6879.16 |  18129.96 ± 6879.16 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c5) |      24.83 ± 0.78 |     11.25 ± 6.18 |  59.00 ± 2.83 |     11.87 ± 6.14 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c5) |   1951.09 ± 21.40 |  484.02 ± 181.61 |               |                  |   4627.66 ± 1062.26 |   4622.99 ± 1062.26 |   4627.66 ± 1062.26 |
| qwen3.8-flash-next |  tg128 @ d16384 (c5) |      75.18 ± 6.89 |     20.70 ± 3.77 | 105.67 ± 2.87 |     21.20 ± 3.78 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c1) |   2986.09 ± 13.97 |  2986.09 ± 13.97 |               |                  |    10979.14 ± 51.50 |    10974.46 ± 51.50 |    10979.14 ± 51.50 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c1) |      33.13 ± 1.68 |     33.13 ± 1.68 |  34.00 ± 1.63 |     34.00 ± 1.63 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c1) |     900.92 ± 2.09 |    900.92 ± 2.09 |               |                  |      2277.93 ± 5.27 |      2273.25 ± 5.27 |      2277.93 ± 5.27 |
| qwen3.8-flash-next |  tg128 @ d32768 (c1) |      36.90 ± 2.04 |     36.90 ± 2.04 |  37.33 ± 1.89 |     37.33 ± 1.89 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c2) |    3017.21 ± 1.84 | 1971.66 ± 462.69 |               |                  |  17593.62 ± 4127.74 |  17588.94 ± 4127.74 |  17593.62 ± 4127.74 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c2) |      19.84 ± 0.42 |     19.51 ± 9.36 |  40.00 ± 1.63 |     20.00 ± 9.42 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c2) |   1336.74 ± 16.11 |  746.84 ± 112.95 |               |                  |    2804.86 ± 383.35 |    2800.18 ± 383.35 |    2804.86 ± 383.35 |
| qwen3.8-flash-next |  tg128 @ d32768 (c2) |      54.74 ± 4.90 |     29.90 ± 3.41 |  60.67 ± 3.30 |     30.33 ± 3.54 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c5) |    3018.46 ± 1.76 | 1202.99 ± 657.97 |               |                  | 34635.07 ± 14579.54 | 34630.39 ± 14579.54 | 34635.07 ± 14579.54 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c5) |      12.75 ± 1.06 |      8.30 ± 7.64 |  43.67 ± 2.05 |      8.87 ± 7.64 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c5) |   1873.66 ± 20.81 |  438.12 ± 129.21 |               |                  |    4926.05 ± 863.61 |    4921.37 ± 863.61 |    4926.05 ± 863.61 |
| qwen3.8-flash-next |  tg128 @ d32768 (c5) |      82.95 ± 8.36 |     21.36 ± 2.97 | 109.33 ± 4.11 |     21.87 ± 2.83 |                     |                     |                     |
