| model              |                 test |      t/s (total) |        t/s (req) |       peak t/s |   peak t/s (req) |           ttfr (ms) |        est_ppt (ms) |       e2e_ttft (ms) |
| qwen3.8-flash-next |  pp2048 @ d8192 (c2) |   1497.43 ± 8.17 |  794.68 ± 102.13 |                |                  |    2613.93 ± 273.19 |    2612.23 ± 273.19 |    2613.93 ± 273.19 |
| qwen3.8-flash-next |   tg128 @ d8192 (c2) |     43.71 ± 8.35 |     25.97 ± 1.44 |   53.00 ± 2.16 |     26.50 ± 1.61 |                     |                     |                     |
| qwen3.8-flash-next |  ctx_pp @ d8192 (c5) |   3202.20 ± 1.18 |  964.78 ± 368.72 |                |                  |   9594.46 ± 2973.80 |   9592.76 ± 2973.80 |   9594.46 ± 2973.80 |
| qwen3.8-flash-next |  ctx_tg @ d8192 (c5) |     46.17 ± 0.70 |     15.56 ± 4.95 |   79.67 ± 0.47 |     15.93 ± 4.80 |                     |                     |                     |
| qwen3.8-flash-next |  pp2048 @ d8192 (c5) |   2091.78 ± 2.24 |  581.40 ± 224.33 |                |                  |   3945.33 ± 1116.48 |   3943.62 ± 1116.48 |   3945.33 ± 1116.48 |
| qwen3.8-flash-next |   tg128 @ d8192 (c5) |     72.29 ± 0.79 |     19.12 ± 2.83 |   97.67 ± 0.94 |     19.53 ± 2.78 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c1) |   3158.28 ± 4.83 |   3158.28 ± 4.83 |                |                  |      5189.98 ± 7.94 |      5188.27 ± 7.94 |      5189.98 ± 7.94 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c1) |     26.16 ± 0.06 |     26.16 ± 0.06 |   27.00 ± 0.00 |     27.00 ± 0.00 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c1) |   1001.15 ± 2.92 |   1001.15 ± 2.92 |                |                  |      2047.36 ± 5.99 |      2045.65 ± 5.99 |      2047.36 ± 5.99 |
| qwen3.8-flash-next |  tg128 @ d16384 (c1) |     26.10 ± 0.03 |     26.10 ± 0.03 |   27.00 ± 0.00 |     27.00 ± 0.00 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c2) |   3175.54 ± 1.84 | 1871.45 ± 283.32 |                |                  |   8962.81 ± 1356.75 |   8961.11 ± 1356.75 |   8962.81 ± 1356.75 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c2) |     33.74 ± 0.03 |     21.63 ± 4.76 |   44.00 ± 0.00 |     22.00 ± 5.00 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c2) |   1478.51 ± 1.71 |  871.88 ± 132.18 |                |                  |    2405.89 ± 364.48 |    2404.19 ± 364.48 |    2405.89 ± 364.48 |
| qwen3.8-flash-next |  tg128 @ d16384 (c2) |     44.71 ± 1.39 |     24.48 ± 1.76 |   50.00 ± 0.00 |     25.00 ± 2.00 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d16384 (c5) |   3198.93 ± 0.71 | 1144.95 ± 551.86 |                |                  |  17297.92 ± 6554.49 |  17296.21 ± 6554.49 |  17297.92 ± 6554.49 |
| qwen3.8-flash-next | ctx_tg @ d16384 (c5) |     25.70 ± 1.23 |     11.37 ± 6.17 |   59.00 ± 1.41 |     11.80 ± 6.14 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d16384 (c5) |  2075.18 ± 27.05 |  482.46 ± 148.34 |                |                  |    4488.80 ± 813.90 |    4487.09 ± 813.90 |    4488.80 ± 813.90 |
| qwen3.8-flash-next |  tg128 @ d16384 (c5) |    85.36 ± 10.09 |     20.26 ± 2.19 |  104.00 ± 4.24 |     20.80 ± 2.17 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c1) |   3147.79 ± 3.86 |   3147.79 ± 3.86 |                |                  |    10412.19 ± 12.77 |    10410.49 ± 12.77 |    10412.19 ± 12.77 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c1) |     26.10 ± 0.05 |     26.10 ± 0.05 |   27.00 ± 0.00 |     27.00 ± 0.00 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c1) |    960.77 ± 1.11 |    960.77 ± 1.11 |                |                  |      2133.32 ± 2.47 |      2131.62 ± 2.47 |      2133.32 ± 2.47 |
| qwen3.8-flash-next |  tg128 @ d32768 (c1) |     26.09 ± 0.03 |     26.09 ± 0.03 |   27.00 ± 0.00 |     27.00 ± 0.00 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c2) |   3162.56 ± 8.17 | 2113.37 ± 540.50 |                |                  |  16572.18 ± 4173.98 |  16570.48 ± 4173.98 |  16572.18 ± 4173.98 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c2) |     18.12 ± 1.18 |     17.49 ± 8.61 |   36.00 ± 0.82 |     18.00 ± 8.70 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c2) | 1283.67 ± 210.19 |  727.54 ± 190.66 |                |                  |    3027.14 ± 817.35 |    3025.44 ± 817.35 |    3027.14 ± 817.35 |
| qwen3.8-flash-next |  tg128 @ d32768 (c2) |     47.36 ± 2.73 |     24.92 ± 1.57 |   51.00 ± 1.41 |     25.50 ± 1.80 |                     |                     |                     |
| qwen3.8-flash-next | ctx_pp @ d32768 (c5) |   3173.87 ± 1.72 | 1267.76 ± 696.09 |                |                  | 32916.42 ± 13890.12 | 32914.72 ± 13890.12 | 32916.42 ± 13890.12 |
| qwen3.8-flash-next | ctx_tg @ d32768 (c5) |     12.13 ± 1.03 |      8.25 ± 7.43 |   43.33 ± 3.09 |      8.73 ± 7.51 |                     |                     |                     |
| qwen3.8-flash-next | pp2048 @ d32768 (c5) |  1979.05 ± 18.05 |  504.43 ± 184.99 |                |                  |   4443.09 ± 1066.03 |   4441.39 ± 1066.03 |   4443.09 ± 1066.03 |
| qwen3.8-flash-next |  tg128 @ d32768 (c5) |     77.33 ± 9.31 |     19.41 ± 2.64 |  100.67 ± 4.50 |     20.13 ± 2.65 |                     |                     |                     |
